instname,state,tuition,revenue,control,total_enrollment,all_employees,LONGITUD,LATITUDE
Reedley College,California,2904,23973230,7869,124,-119.457767,36.604952,
Life Pacific College,California,5250,5035590.002,501,59,-117.829024,34.09931,
Art Institute of California-San Diego,California,,2218010.003,,,-117.15509,32.777876,
University of La Verne,California,16000,64529541,6820,856,-117.772322,34.101068,
Laguna College of Art and Design,California,12600,2942556.002,,,-117.774129,33.557182,
Lake Tahoe Community College,California,4050,10020775,2602,237,-119.97205,38.9271,
Lancaster Beauty School,California,,473226.003,107,,-118.148075,34.694869,
Lassen Community College,California,3528,12493273,1832,225,-120.63329,40.53659,
Life Chiropractic College-West,California,,13616240,,,-122.116422,37.637721,
Lincoln University,California,5760,,2,209,,-122.269415,37.80478
Southern California Seminary,California,2880,1250189.002,199,,-116.905476,32.8008,
Loma Linda University,California,15000,197195860,4802,2521,-117.260002,34.052617,
Long Beach City College,California,3120,94214511,18730,719,-118.13532,33.83246,
Southern California University of Health Sciences,California,,18570142,748,216,-117.984921,33.924653,
The Master's College and Seminary,California,13200,22041248,1383,343,-118.515963,34.381883,
Los Angeles City College,California,3192,461951573,88059,5012,-118.291791,34.086786,
Los Angeles County College of Nursing and Allied Health,California,2400,3987878.001,173,29,-118.212214,34.062156,
The Art Institute of California-San Francisco,California,18880,2615804.003,215,40,-122.414032,37.779289,
Loyola Marymount University,California,17932,190426013.7,,1024,-118.41614,33.96968,
LU ROSS ACADEMY OF HAIR DESIGN,California,,,3,,,-119.294046,34.278265
Manchester Beauty College,California,,287568.003,51,,-119.790444,36.785946,
Tulare Beauty College,California,,255579.003,58,,-119.366807,36.203684,
Lyles Bakersfield College of Beauty,California,,1111314.003,60,,-119.023499,35.386537,
Lytles Redwood Empire Beauty College Inc,California,,541594.003,70,,-122.757328,38.508647,
MTI Business College Inc,California,,779343.003,107,,-121.308745,38.007848,
MTI College,California,,-5059.003,,,-121.34191,38.660881,
Maric College-Sacramento Campus,California,7938,2094263.183,146,21,-121.383139,38.64397,
Maric College-San Diego,California,11625,16834583,983,180,-117.134489,32.82183,
Maric College,California,,3688151.153,502,59,-117.221698,33.170924,
College of Marin,California,4350,34848446,8196,593,-122.548072,37.955207,
Marinello School of Beauty,California,,138048.003,55,,-118.219549,34.027249,
Marymount College,California,14600,16166307,907,195,-118.333978,33.73563,
Mendocino College,California,3750,15968772,3560,314,-123.213437,39.185483,
Menlo College,California,16800,14665028,626,111,-122.194119,37.459047,
Mennonite Brethren Biblical Seminary,California,,2633755.002,144,18,-119.735095,36.728619,
Merced College,California,,41693813,7548,723,-120.478049,37.332158,
Mills College,California,17250,47079947,1122,270,-122.187847,37.782673,
Miracosta College,California,4080,47999391,8490,663,-117.30097,33.18992,
Miss Martys Hair Academy and Esthetics Institute,California,,8116960.003,104,,-122.410637,37.779456,
Modern Beauty Academy,California,,268734.003,44,,-119.1812,34.195136,
Maric College-North Hollywood,California,,2995865.413,383,35,-118.396398,34.182681,
Moler Barber College,California,,236748.003,28,,-122.265144,37.826835,
Monterey Peninsula College,California,3264,36260729,6210,472,-121.884589,36.594052,
Mt San Antonio College,California,3000,99863497,22715,1477,-117.844435,34.041386,
Mount St Mary's College,California,16776,26668509,2066,333,-118.479825,34.083329,
Mt San Jacinto College,California,3072,27156785,8050,561,-116.97192,33.80723,
Mueller College of Holistic Studies,California,11250,1937762.003,308,,-117.163556,32.766008,
Musicians Institute,California,12000,6406800.583,524,,-118.337911,34.101495,
Napa Valley College,California,2904,28981286,5762,509,-122.272572,38.272366,
Bryman College,California,,3931843.003,466,,-122.404639,37.784294,
Bryman College,California,,3983402.003,434,,-118.526684,34.201076,
Bryman College,California,,3612872.003,404,,-118.299071,34.061758,
Bryman College-San Jose,California,,702088.003,,,-121.950117,37.303389,
Bryman College-Corinthian Colleges Inc,California,,3934792.003,453,,-118.292958,33.892443,
Bryman College-A Corinthian School,California,,6189072.003,552,,-118.148596,34.079849,
Bryman College-San Bernardino,California,,4120753.003,357,,-117.28254,34.060414,
The National Hispanic University,California,3100,4705080.002,331,58,-121.815229,37.358764,
National Holistic Institute,California,,4360345.003,452,,-122.28799,37.841666,
National University,California,9900,124189033,17065,1455,-117.244243,32.909469,
Naval Postgraduate School,California,,,1,,,-121.873391,36.596689
Newschool of Architecture and Design,California,15750,2064149.003,132,40,-117.153151,32.713656,
North Adrians Beauty College,California,,426979.003,42,,-120.992748,37.67816,
North-West College-Pomona,California,,-850,3,172,,-117.751125,34.062305
North-West College-West Covina,California,,-4685.003,239,,-117.950366,34.071699,
North-West College-Pasadena,California,,-200,3,109,,-118.139751,34.147184
Northwestern Polytechnic University,California,9000,,2,508,,-121.9256,37.478715
Notre Dame de Namur University,California,16200,21634278,1765,206,-122.28461,37.514873,
Occidental College,California,22200,100189305,1603,595,-118.214384,34.126539,
Oceanside College of Beauty,California,,529390.003,90,,-117.365054,33.178642,
Ohlone College,California,2040,35633526,9005,595,-121.918603,37.528467,
Otis College of Art and Design,California,8975,20409904,834,291,-118.416443,33.956926,
Hope International University,California,10980,15086592,925,245,-117.885178,33.878055,
Concorde Career Institute,California,,1839000.003,277,,-117.101752,32.704012,
Pacific Graduate School of Psychology,California,,5140717.002,296,,-122.186022,37.383251,
Pacific Lutheran Theological Seminary,California,,2920531.002,151,70,-122.260139,37.898184,
Pacific Oaks College,California,12000,11494896,833,98,-118.160158,34.152084,
Pacific School of Religion,California,,7497942.002,247,143,-122.262525,37.876284,
Pacific States University,California,7920,1171144.002,,,-118.298941,34.061705,
Pacific Union College,California,14475,38072977,1625,362,-122.44028,38.56901,
University of the Pacific,California,19570,129018000,5640,,-121.307319,37.980586,
Palmer College of Chiropractic-West,California,,11306408,681,64,-121.9421,37.410401,
Palo Verde College,California,3750,7056215.001,779,110,-119.1176,35.30902,
Palomar College,California,3630,82987833,20492,1554,-117.182773,33.149192,
Marinello Schools of Beauty,California,,235418.003,51,,-118.15017,33.889282,
Paris Beauty College,California,,938866.003,160,,-122.043467,37.97223,
Pasadena City College,California,3168,93008279,22978,1397,-118.119877,34.145976,
Patten University,California,7584,5821411.002,689,,-122.219188,37.786109,
Pepperdine University,California,23000,244502000,7663,1644,-118.705717,34.034602,
Pitzer College,California,21520,32050968,930,216,-117.707116,34.104441,
Platt College-San Diego,California,,2568760.003,298,39,-117.063406,32.76359,
Point Loma Nazarene University,California,13188,48617631,2711,529,-117.251734,32.717742,
Pomona College,California,22940,419063016,1549,489,-117.714918,34.085106,
Westwood College-Long Beach,California,,713575.003,85,,-118.290528,33.851854,
Professional Institute of Beauty,California,,414044.003,74,,-118.039129,34.075294,
Santa Ana College,California,3192,122610886.2,18196,681,-117.888331,33.759971,
Pardee Rand Graduate School of Policy Studies,California,,1460000.002,57,,-118.490447,34.009885,
SHASTA SCHOOL OF COSMETOLOGY,California,,,3,,,-122.386585,40.5973
University of Redlands,California,19490,54833266,3979,942,-117.163796,34.062769,
College of the Redwoods,California,3072,31292082,6489,557,-124.205267,40.702204,
Richards Beauty College,California,,109986.003,89,,-117.631337,34.107009,
Salon Success Academy,California,,412151.003,58,,-117.514431,33.882331,
RICHARDS BEAUTY COLLEGE,California,,,3,,,-117.953908,33.686604
Rio Hondo College,California,2736,56391538,11545,671,-118.037464,34.020358,
Riverside Community College,California,2904,93185577,22320,1523,-117.384718,33.971325,
Argosy University-San Francisco Bay Area Campus,California,,,3,,,-122.267393,37.780739
Rosemead Beauty School,California,,1273183.003,141,,-118.08296,34.08054,
Dongguk Royal University,California,,1798701.002,360,86,-118.289942,34.065943,
Saddleback College,California,3000,115979888,27756,1475,-117.667159,33.557017,
Samra University of Oriental Medicine,California,,2310606.002,,,-118.276208,34.050077,
Samuel Merritt College,California,16360,12786640,748,,-122.266782,37.820221,
San Diego Golf Academy,California,7700,6279300.003,548,65,-117.284004,33.122098,
San Diego Mesa College,California,3120,203426670,40788,2203,-117.17378,32.804711,
San Diego State University,California,7830,498846076,31413,4169,-117.072101,32.774567,
University of San Diego,California,17780,164279950,6956,1148,-117.190524,32.770637,
San Francisco Art Institute,California,,8915951.002,624,105,-122.417098,37.80329,
San Francisco Conservatory of Music,California,18400,18504564.25,243,213,-122.42021,37.775306,
San Francisco State University,California,7380,307828210,27701,3477,-122.476427,37.720892,
San Francisco Theological Seminary,California,,14023000,597,91,-122.564274,37.969664,
University of San Francisco,California,17710,144549000,7797,1381,-122.449724,37.775397,
San Joaquin College of Law,California,,2100990.002,219,51,-119.697782,36.824021,
San Joaquin Delta College,California,4080,68567382,15581,950,-121.314855,37.996622,
San Joaquin Valley College-Bakersfield,California,7900,39479409,,,-119.061299,35.352789,
William Jessup University,California,8880,6369868.002,372,101,-121.297352,38.817222,
San Jose City College,California,,79452087,16167,981,-121.929842,37.316253,
San Jose State University,California,7380,341370388,26937,3077,-121.88057,37.33437,
San Mateo County Community College District Office,California,,75948869,,,-122.338097,37.530824,
College of San Mateo,California,3072,16187349,10445,685,-122.333426,37.53174,
Westwood College-Los Angeles,California,,3495682.003,,,-118.293287,34.06178,
Santa Barbara City College,California,,62181841,12586,1150,-119.69877,34.407499,
Santa Clara University,California,19095,230459237,7810,1236,-121.937369,37.351935,
Santa Monica College,California,4080,99325923,26372,1574,-118.470444,34.018918,
Santa Rosa Junior College,California,3456,87336303,21728,1565,-122.717352,38.455213,
Saybrook Graduate School and Research Center,California,,6261274.002,,33,-122.399859,37.798242,
Scripps College,California,21000,70932411,760,211,-117.711455,34.103726,
Wyo Tech,California,,5430974.003,1487,103,-121.919296,37.469785,
College of the Sequoias,California,3930,43975377,9572,548,-119.314166,36.322965,
Shasta Bible College,California,4880,528674.002,152,,-122.314873,40.564577,
Shasta College,California,2856,38359150,8437,602,-122.331719,40.650137,
Sierra College,California,4350,59719261,16631,1006,-121.209572,38.788536,
Sierra College of Beauty,California,,26726.003,51,,-120.495472,37.307029,
Sierra Valley Business College,California,,822611.003,137,,-119.77294,36.80411,
Trinity Law and Graduate School,California,,1622744.002,163,,-117.851516,33.766057,
Simpson University,California,9400,14248160,1183,205,-122.329525,40.618035,
College of the Siskiyous,California,4230,14999985,2061,226,-122.392296,41.414169,
Charles A. Jones Skills and Business Education Center,California,,4193589.001,3393,,-121.440938,38.515813,
Skyline College,California,3072,8736656.001,7848,494,-122.46005,37.632498,
San Bernardino Valley College,California,3308,70041997,14782,1012,-117.313769,34.08874,
Saint Marys College of California,California,17340,60869029,4058,894,-122.109035,37.847304,
Solano Community College,California,3432,40105795,10027,556,-122.126013,38.234873,
Sonoma State University,California,7380,109484938,7083,1124,-122.673092,38.336239,
Sound Master Recording Engineer School-Audio/Video,California,,467959.003,51,,-118.151857,34.081778,
South Baylo University,California,4500,4666982.002,629,106,-117.959077,33.848254,
South Coast College,California,,2899820.003,,46,-117.874109,33.787946,
Vanguard University of Southern California,California,12556,23545965,1429,,-117.902791,33.663869,
Concorde Career College,California,,3389000.003,379,,-117.938012,33.774687,
Southwestern College,California,3630,68993497,16349,1115,-116.994233,32.642043,
Saint Johns Seminary,California,,4484623.002,69,56,-119.006303,34.244307,
Starr King School for Ministry,California,,1203028.002,69,19,-122.261763,37.87679,
Southern California College of Optometry,California,,16215417,378,136,-117.887088,33.888929,
Southern California Institute of Architecture,California,16096,6556526.002,388,85,-118.233621,34.045951,
University of Southern California,California,22198,1750491016,28766,12242,-118.28575,34.02181,
Southwestern University School of Law,California,,20280348,875,145,-118.288481,34.061761,
Taft College,California,3750,11592728,1070,156,-119.45856,35.149433,
Claremont School of Theology,California,,13590549,520,76,-117.714984,34.108502,
Thomas Aquinas College,California,14900,7649518.002,267,63,-119.08668,34.4291,
Trinity Life Bible College,California,3870,352828.002,192,,-121.364463,38.662356,
University of California System Administration Central Office,California,,831188000,,,-122.271261,37.80189,
United Education Institute-Los Angeles Campus,California,,36048505,1836,,-118.225272,33.986257,
Concorde Career College,California,,3808000.003,541,,-117.284369,34.067192,
Concorde Career College,California,,4288000.003,560,,-118.403621,34.186684,
Ventura College,California,3870,118005839,29379,1739,-119.230456,34.275793,
Victor Valley Beauty College Inc,California,,286033.003,76,,-117.303751,34.529014,
Victor Valley Community College,California,3168,35482629,8439,571,-117.260814,34.471026,
Walden University,Minnesota,,17730715,1476,86,-93.260195,44.980273,
Maxine Waters Employment Preparation Center,California,,8242575.001,2177,,-118.254259,33.936725,
West Hills Community College,California,2904,22220991,3169,279,-120.357037,36.147537,
The University of West Los Angeles,California,5670,3041261.002,397,64,-118.37,33.947732,
West Valley College,California,,140706696,19910,920,-122.013656,37.266538,
Western Career College,California,8908,26568055.79,1157,292,-121.371205,38.555235,
Westminster Theological Seminary in California,California,,2750956.002,151,38,-117.048176,33.121468,
Westmont College,California,19188,41147144,1335,352,-119.660623,34.452879,
Whittier College,California,19828,46483786,2198,274,-118.031359,33.979077,
Woodbury University,California,16590,23768414,1208,294,-118.341555,34.206767,
The Wright Institute,California,,3713091.002,,106,-122.25316,37.868503,
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,California,7500,2892580.002,56,12,-118.346604,34.085277,
Yuba College,California,0,37644263,8186,618,-121.531537,39.128084,
Academy of Beauty Culture,Colorado,,3323551.003,41,,-108.51054,39.077438,
Adams State College,Colorado,5740,26206375,8304,406,-105.880677,37.471646,
